studyid,workflowid,gsm_version,param,index,value,gsm_analysis_date,snapshot_date
AA-AA-000-0000,cou0006,1.4.1,vThreshold,1,-2.7,2010-03-01,2010-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2010-03-01,2010-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2010-03-01,2010-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3.3,2010-03-01,2010-03-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3.993,2010-03-01,2010-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-1.62,2010-03-01,2010-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,1.98,2010-03-01,2010-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.63,2010-03-01,2010-03-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3.3,2010-03-01,2010-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.782,2010-03-01,2010-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,1.8,2010-03-01,2010-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,2.97,2010-03-01,2010-03-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-3.267,2010-03-01,2010-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-1.98,2010-03-01,2010-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2.178,2010-03-01,2010-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,2.97,2010-03-01,2010-03-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-2.7,2010-03-01,2010-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-1.8,2010-03-01,2010-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,1.8,2010-03-01,2010-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3.3,2010-03-01,2010-03-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.64627,2010-03-01,2010-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2.63538,2010-03-01,2010-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2010-03-01,2010-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.7,2010-03-01,2010-03-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3.267,2010-03-01,2010-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2.2,2010-03-01,2010-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,1.98,2010-03-01,2010-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.63,2010-03-01,2010-03-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.009,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.1458,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0006,1.4.1,strMethod,,qtl,2010-03-01,2010-03-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,1,-2.673,2010-06-01,2010-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,3,1.62,2010-06-01,2010-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,4,3.5937,2010-06-01,2010-06-01
AA-AA-000-0000,kri0001,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,1,-1.77147,2010-06-01,2010-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,2,-1.782,2010-06-01,2010-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,3,1.8,2010-06-01,2010-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,4,4.3923,2010-06-01,2010-06-01
AA-AA-000-0000,kri0002,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,1,-3.63,2010-06-01,2010-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,2,-2.42,2010-06-01,2010-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,3,2.42,2010-06-01,2010-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,4,2.9403,2010-06-01,2010-06-01
AA-AA-000-0000,kri0003,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,1,-2.9403,2010-06-01,2010-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,2,-1.8,2010-06-01,2010-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,3,2.6090262,2010-06-01,2010-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,4,3.23433,2010-06-01,2010-06-01
AA-AA-000-0000,kri0004,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,1,-3.267,2010-06-01,2010-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,2,-1.9602,2010-06-01,2010-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,3,2,2010-06-01,2010-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,4,3.3,2010-06-01,2010-06-01
AA-AA-000-0000,kri0005,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,1,-3.3,2010-06-01,2010-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,2,-1.940598,2010-06-01,2010-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,3,2.178,2010-06-01,2010-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,4,2.187,2010-06-01,2010-06-01
AA-AA-000-0000,kri0006,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,1,-3.63,2010-06-01,2010-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,4,2.4057,2010-06-01,2010-06-01
AA-AA-000-0000,kri0007,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,1,-2.16513,2010-06-01,2010-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,2,-2.178,2010-06-01,2010-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,3,2,2010-06-01,2010-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,4,3.267,2010-06-01,2010-06-01
AA-AA-000-0000,kri0008,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,1,-2.43,2010-06-01,2010-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,2,-1.3122,2010-06-01,2010-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,4,3.63,2010-06-01,2010-06-01
AA-AA-000-0000,kri0009,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,1,-3.3,2010-06-01,2010-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,2,-1.458,2010-06-01,2010-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,3,2,2010-06-01,2010-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,4,2.7,2010-06-01,2010-06-01
AA-AA-000-0000,kri0010,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,1,-2.9403,2010-06-01,2010-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,2,-2.42,2010-06-01,2010-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,3,1.9602,2010-06-01,2010-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,4,2.97,2010-06-01,2010-06-01
AA-AA-000-0000,kri0011,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,1,-3.9135393,2010-06-01,2010-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,2,-2.3958,2010-06-01,2010-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,3,1.6038,2010-06-01,2010-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,4,3.95307,2010-06-01,2010-06-01
AA-AA-000-0000,kri0012,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,1,-2.673,2010-06-01,2010-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,3,2.2,2010-06-01,2010-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,4,2.97,2010-06-01,2010-06-01
AA-AA-000-0000,cou0001,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,1,-3.63,2010-06-01,2010-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,3,2.42,2010-06-01,2010-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,4,2.673,2010-06-01,2010-06-01
AA-AA-000-0000,cou0002,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,1,-3.5937,2010-06-01,2010-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,4,3.267,2010-06-01,2010-06-01
AA-AA-000-0000,cou0003,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,1,-4.83153,2010-06-01,2010-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,2,-2.2,2010-06-01,2010-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,4,2.97,2010-06-01,2010-06-01
AA-AA-000-0000,cou0004,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,1,-2.187,2010-06-01,2010-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,2,-2,2010-06-01,2010-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,4,2.7,2010-06-01,2010-06-01
AA-AA-000-0000,cou0005,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,1,-2.7,2010-06-01,2010-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2010-06-01,2010-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3.3,2010-06-01,2010-06-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3.993,2010-06-01,2010-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-1.62,2010-06-01,2010-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.63,2010-06-01,2010-06-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3.3,2010-06-01,2010-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.782,2010-06-01,2010-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,1.8,2010-06-01,2010-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,2.97,2010-06-01,2010-06-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-3.267,2010-06-01,2010-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2.178,2010-06-01,2010-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,3.267,2010-06-01,2010-06-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-2.7,2010-06-01,2010-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-1.8,2010-06-01,2010-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,1.8,2010-06-01,2010-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3.3,2010-06-01,2010-06-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.64627,2010-06-01,2010-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2.63538,2010-06-01,2010-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2010-06-01,2010-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.7,2010-06-01,2010-06-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3.267,2010-06-01,2010-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2.2,2010-06-01,2010-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,1.98,2010-06-01,2010-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.63,2010-06-01,2010-06-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.009,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.1458,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0006,1.4.1,strMethod,,qtl,2010-06-01,2010-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,1,-2.673,2010-09-01,2010-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,3,1.62,2010-09-01,2010-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,4,3.5937,2010-09-01,2010-09-01
AA-AA-000-0000,kri0001,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,1,-1.948617,2010-09-01,2010-09-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,2,-1.782,2010-09-01,2010-09-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,3,1.8,2010-09-01,2010-09-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,4,4.3923,2010-09-01,2010-09-01
AA-AA-000-0000,kri0002,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,1,-3.63,2010-09-01,2010-09-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,2,-2.42,2010-09-01,2010-09-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,3,2.42,2010-09-01,2010-09-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,4,2.9403,2010-09-01,2010-09-01
AA-AA-000-0000,kri0003,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,1,-3.23433,2010-09-01,2010-09-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,2,-1.8,2010-09-01,2010-09-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,3,2.6090262,2010-09-01,2010-09-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,4,3.23433,2010-09-01,2010-09-01
AA-AA-000-0000,kri0004,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,1,-3.267,2010-09-01,2010-09-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,2,-1.9602,2010-09-01,2010-09-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,3,2,2010-09-01,2010-09-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,4,3.3,2010-09-01,2010-09-01
AA-AA-000-0000,kri0005,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,1,-3.3,2010-09-01,2010-09-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,2,-1.940598,2010-09-01,2010-09-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,3,2.3958,2010-09-01,2010-09-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,4,2.187,2010-09-01,2010-09-01
AA-AA-000-0000,kri0006,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,1,-3.63,2010-09-01,2010-09-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,4,2.4057,2010-09-01,2010-09-01
AA-AA-000-0000,kri0007,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,1,-2.16513,2010-09-01,2010-09-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,2,-2.178,2010-09-01,2010-09-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,3,2,2010-09-01,2010-09-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,4,3.5937,2010-09-01,2010-09-01
AA-AA-000-0000,kri0008,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,1,-2.43,2010-09-01,2010-09-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,2,-1.3122,2010-09-01,2010-09-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,4,3.63,2010-09-01,2010-09-01
AA-AA-000-0000,kri0009,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,1,-3.3,2010-09-01,2010-09-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,2,-1.6038,2010-09-01,2010-09-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,3,2,2010-09-01,2010-09-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,4,2.7,2010-09-01,2010-09-01
AA-AA-000-0000,kri0010,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,1,-2.9403,2010-09-01,2010-09-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,2,-2.42,2010-09-01,2010-09-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,3,1.9602,2010-09-01,2010-09-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,4,2.97,2010-09-01,2010-09-01
AA-AA-000-0000,kri0011,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,1,-4.30489323,2010-09-01,2010-09-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,2,-2.3958,2010-09-01,2010-09-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,3,1.6038,2010-09-01,2010-09-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,4,3.95307,2010-09-01,2010-09-01
AA-AA-000-0000,kri0012,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,1,-2.673,2010-09-01,2010-09-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,3,2.2,2010-09-01,2010-09-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,4,2.97,2010-09-01,2010-09-01
AA-AA-000-0000,cou0001,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,1,-3.63,2010-09-01,2010-09-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,3,2.42,2010-09-01,2010-09-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,4,2.673,2010-09-01,2010-09-01
AA-AA-000-0000,cou0002,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,1,-3.5937,2010-09-01,2010-09-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,4,3.267,2010-09-01,2010-09-01
AA-AA-000-0000,cou0003,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,1,-4.83153,2010-09-01,2010-09-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,2,-2.2,2010-09-01,2010-09-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,3,2.178,2010-09-01,2010-09-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,4,2.97,2010-09-01,2010-09-01
AA-AA-000-0000,cou0004,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,1,-2.4057,2010-09-01,2010-09-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,2,-2,2010-09-01,2010-09-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,4,2.7,2010-09-01,2010-09-01
AA-AA-000-0000,cou0005,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,1,-2.7,2010-09-01,2010-09-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2010-09-01,2010-09-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3.3,2010-09-01,2010-09-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3.993,2010-09-01,2010-09-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-1.62,2010-09-01,2010-09-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.63,2010-09-01,2010-09-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3.3,2010-09-01,2010-09-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.782,2010-09-01,2010-09-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,1.8,2010-09-01,2010-09-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,2.97,2010-09-01,2010-09-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-3.267,2010-09-01,2010-09-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2.178,2010-09-01,2010-09-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,3.267,2010-09-01,2010-09-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-2.7,2010-09-01,2010-09-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-1.8,2010-09-01,2010-09-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,1.8,2010-09-01,2010-09-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3.3,2010-09-01,2010-09-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.64627,2010-09-01,2010-09-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2.63538,2010-09-01,2010-09-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2010-09-01,2010-09-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.97,2010-09-01,2010-09-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3.267,2010-09-01,2010-09-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2.2,2010-09-01,2010-09-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,1.98,2010-09-01,2010-09-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.63,2010-09-01,2010-09-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.009,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.16038,2010-09-01,2010-09-01
