"","GroupID","Param","Value","GroupLevel"
"1461","151","Status","Active","Site"
"1462","151","InvestigatorFirstName","Haileigh","Site"
"1463","151","InvestigatorLastName","Pinch","Site"
"1464","151","City","city 1","Site"
"1465","151","State","state 1","Site"
"1466","151","Country","China","Site"
"1467","151","protocol_row_id","1-1G9113","Site"
"1468","151","site_num","151","Site"
"1469","151","site_row_id","123-1234-0X168","Site"
"1470","151","protocol","AA-AA-000-0000","Site"
"1471","151","pi_number","0X168","Site"
"1472","151","pi_last_name","Pinch","Site"
"1473","151","pi_first_name","Haileigh","Site"
"1474","151","site_status","Active","Site"
"1475","151","is_satellite","FALSE","Site"
"1476","151","account","city 1 Medical Center","Site"
"1477","151","site_active_dt","2006-04-14","Site"
"1478","151","city","city 1","Site"
"1479","151","state","state 1","Site"
"1480","151","country","China","Site"
"1481","152","Status","Active","Site"
"1482","152","InvestigatorFirstName","Felicity","Site"
"1483","152","InvestigatorLastName","el-Allam","Site"
"1484","152","City","city 1","Site"
"1485","152","State","state 1","Site"
"1486","152","Country","Japan","Site"
"1487","152","protocol_row_id","1-1G9113","Site"
"1488","152","site_num","152","Site"
"1489","152","site_row_id","123-1234-0X013","Site"
"1490","152","protocol","AA-AA-000-0000","Site"
"1491","152","pi_number","0X013","Site"
"1492","152","pi_last_name","el-Allam","Site"
"1493","152","pi_first_name","Felicity","Site"
"1494","152","site_status","Active","Site"
"1495","152","is_satellite","FALSE","Site"
"1496","152","account","city 1 Medical Center","Site"
"1497","152","site_active_dt","2005-09-06","Site"
"1498","152","city","city 1","Site"
"1499","152","state","state 1","Site"
"1500","152","country","Japan","Site"
"1501","153","Status","Active","Site"
"1502","153","InvestigatorFirstName","Caerra","Site"
"1503","153","InvestigatorLastName","al-Nouri","Site"
"1504","153","City","city 1","Site"
"1505","153","State","state 1","Site"
"1506","153","Country","China","Site"
"1507","153","protocol_row_id","1-1G9113","Site"
"1508","153","site_num","153","Site"
"1509","153","site_row_id","123-1234-0X089","Site"
"1510","153","protocol","AA-AA-000-0000","Site"
"1511","153","pi_number","0X089","Site"
"1512","153","pi_last_name","al-Nouri","Site"
"1513","153","pi_first_name","Caerra","Site"
"1514","153","site_status","Active","Site"
"1515","153","is_satellite","FALSE","Site"
"1516","153","account","city 1 Medical Center","Site"
"1517","153","site_active_dt","2005-01-16","Site"
"1518","153","city","city 1","Site"
"1519","153","state","state 1","Site"
"1520","153","country","China","Site"
"1521","154","Status","Active","Site"
"1522","154","InvestigatorFirstName","Kristie","Site"
"1523","154","InvestigatorLastName","el-Attar","Site"
"1524","154","City","city 1","Site"
"1525","154","State","state 1","Site"
"1526","154","Country","Japan","Site"
"1527","154","protocol_row_id","1-1G9113","Site"
"1528","154","site_num","154","Site"
"1529","154","site_row_id","123-1234-0X090","Site"
"1530","154","protocol","AA-AA-000-0000","Site"
"1531","154","pi_number","0X090","Site"
"1532","154","pi_last_name","el-Attar","Site"
"1533","154","pi_first_name","Kristie","Site"
"1534","154","site_status","Active","Site"
"1535","154","is_satellite","FALSE","Site"
"1536","154","account","city 1 Medical Center","Site"
"1537","154","site_active_dt","2014-02-15","Site"
"1538","154","city","city 1","Site"
"1539","154","state","state 1","Site"
"1540","154","country","Japan","Site"
"1541","155","Status","Active","Site"
"1542","155","InvestigatorFirstName","Qu Onu","Site"
"1543","155","InvestigatorLastName","Pond","Site"
"1544","155","City","city 1","Site"
"1545","155","State","state 1","Site"
"1546","155","Country","US","Site"
"1547","155","protocol_row_id","1-1G9113","Site"
"1548","155","site_num","155","Site"
"1549","155","site_row_id","123-1234-0X125","Site"
"1550","155","protocol","AA-AA-000-0000","Site"
"1551","155","pi_number","0X125","Site"
"1552","155","pi_last_name","Pond","Site"
"1553","155","pi_first_name","Qu Onu","Site"
"1554","155","site_status","Active","Site"
"1555","155","is_satellite","TRUE","Site"
"1556","155","account","city 1 Medical Center","Site"
"1557","155","site_active_dt","2004-08-03","Site"
"1558","155","city","city 1","Site"
"1559","155","state","state 1","Site"
"1560","155","country","US","Site"
"1561","156","Status","Active","Site"
"1562","156","InvestigatorFirstName","Talia","Site"
"1563","156","InvestigatorLastName","Arellano","Site"
"1564","156","City","city 1","Site"
"1565","156","State","state 1","Site"
"1566","156","Country","China","Site"
"1567","156","protocol_row_id","1-1G9113","Site"
"1568","156","site_num","156","Site"
"1569","156","site_row_id","123-1234-0X157","Site"
"1570","156","protocol","AA-AA-000-0000","Site"
"1571","156","pi_number","0X157","Site"
"1572","156","pi_last_name","Arellano","Site"
"1573","156","pi_first_name","Talia","Site"
"1574","156","site_status","Active","Site"
"1575","156","is_satellite","FALSE","Site"
"1576","156","account","city 1 Medical Center","Site"
"1577","156","site_active_dt","2004-11-19","Site"
"1578","156","city","city 1","Site"
"1579","156","state","state 1","Site"
"1580","156","country","China","Site"
"1581","157","Status","Active","Site"
"1582","157","InvestigatorFirstName","Justin","Site"
"1583","157","InvestigatorLastName","Pinto","Site"
"1584","157","City","city 1","Site"
"1585","157","State","state 1","Site"
"1586","157","Country","US","Site"
"1587","157","protocol_row_id","1-1G9113","Site"
"1588","157","site_num","157","Site"
"1589","157","site_row_id","123-1234-0X063","Site"
"1590","157","protocol","AA-AA-000-0000","Site"
"1591","157","pi_number","0X063","Site"
"1592","157","pi_last_name","Pinto","Site"
"1593","157","pi_first_name","Justin","Site"
"1594","157","site_status","Active","Site"
"1595","157","is_satellite","FALSE","Site"
"1596","157","account","city 1 Medical Center","Site"
"1597","157","site_active_dt","2004-06-16","Site"
"1598","157","city","city 1","Site"
"1599","157","state","state 1","Site"
"1600","157","country","US","Site"
"1601","158","Status","Active","Site"
"1602","158","InvestigatorFirstName","Louisa","Site"
"1603","158","InvestigatorLastName","Gray","Site"
"1604","158","City","city 1","Site"
"1605","158","State","state 1","Site"
"1606","158","Country","Japan","Site"
"1607","158","protocol_row_id","1-1G9113","Site"
"1608","158","site_num","158","Site"
"1609","158","site_row_id","123-1234-0X183","Site"
"1610","158","protocol","AA-AA-000-0000","Site"
"1611","158","pi_number","0X183","Site"
"1612","158","pi_last_name","Gray","Site"
"1613","158","pi_first_name","Louisa","Site"
"1614","158","site_status","Active","Site"
"1615","158","is_satellite","FALSE","Site"
"1616","158","account","city 1 Medical Center","Site"
"1617","158","site_active_dt","2009-07-14","Site"
"1618","158","city","city 1","Site"
"1619","158","state","state 1","Site"
"1620","158","country","Japan","Site"
"1621","159","Status","Active","Site"
"1622","159","InvestigatorFirstName","Kevin","Site"
"1623","159","InvestigatorLastName","Rodriguez-Cruz","Site"
"1624","159","City","city 1","Site"
"1625","159","State","state 1","Site"
"1626","159","Country","Japan","Site"
"1627","159","protocol_row_id","1-1G9113","Site"
"1628","159","site_num","159","Site"
"1629","159","site_row_id","123-1234-0X121","Site"
"1630","159","protocol","AA-AA-000-0000","Site"
"1631","159","pi_number","0X121","Site"
"1632","159","pi_last_name","Rodriguez-Cruz","Site"
"1633","159","pi_first_name","Kevin","Site"
"1634","159","site_status","Active","Site"
"1635","159","is_satellite","TRUE","Site"
"1636","159","account","city 1 Medical Center","Site"
"1637","159","site_active_dt","2011-06-25","Site"
"1638","159","city","city 1","Site"
"1639","159","state","state 1","Site"
"1640","159","country","Japan","Site"
"1641","16","Status","Active","Site"
"1642","16","InvestigatorFirstName","Christina","Site"
"1643","16","InvestigatorLastName","Suess","Site"
"1644","16","City","city 1","Site"
"1645","16","State","state 1","Site"
"1646","16","Country","US","Site"
"1647","16","protocol_row_id","1-1G9113","Site"
"1648","16","site_num","16","Site"
"1649","16","site_row_id","123-1234-0X148","Site"
"1650","16","protocol","AA-AA-000-0000","Site"
"1651","16","pi_number","0X148","Site"
"1652","16","pi_last_name","Suess","Site"
"1653","16","pi_first_name","Christina","Site"
"1654","16","site_status","Active","Site"
"1655","16","is_satellite","FALSE","Site"
"1656","16","account","city 1 Medical Center","Site"
"1657","16","site_active_dt","2004-08-27","Site"
"1658","16","city","city 1","Site"
"1659","16","state","state 1","Site"
"1660","16","country","US","Site"
"1661","160","Status","Active","Site"
"1662","160","InvestigatorFirstName","Mu,Aawiya","Site"
"1663","160","InvestigatorLastName","el-Agha","Site"
"1664","160","City","city 1","Site"
"1665","160","State","state 1","Site"
"1666","160","Country","Japan","Site"
"1667","160","protocol_row_id","1-1G9113","Site"
"1668","160","site_num","160","Site"
"1669","160","site_row_id","123-1234-0X096","Site"
"1670","160","protocol","AA-AA-000-0000","Site"
"1671","160","pi_number","0X096","Site"
"1672","160","pi_last_name","el-Agha","Site"
"1673","160","pi_first_name","Mu,Aawiya","Site"
"1674","160","site_status","Active","Site"
"1675","160","is_satellite","FALSE","Site"
"1676","160","account","city 1 Medical Center","Site"
"1677","160","site_active_dt","2007-08-17","Site"
"1678","160","city","city 1","Site"
"1679","160","state","state 1","Site"
"1680","160","country","Japan","Site"
"1681","161","Status","Active","Site"
"1682","161","InvestigatorFirstName","Mansoor","Site"
"1683","161","InvestigatorLastName","Gallegos","Site"
"1684","161","City","city 1","Site"
"1685","161","State","state 1","Site"
"1686","161","Country","Japan","Site"
"1687","161","protocol_row_id","1-1G9113","Site"
"1688","161","site_num","161","Site"
"1689","161","site_row_id","123-1234-0X011","Site"
"1690","161","protocol","AA-AA-000-0000","Site"
"1691","161","pi_number","0X011","Site"
"1692","161","pi_last_name","Gallegos","Site"
"1693","161","pi_first_name","Mansoor","Site"
"1694","161","site_status","Active","Site"
"1695","161","is_satellite","FALSE","Site"
"1696","161","account","city 1 Medical Center","Site"
"1697","161","site_active_dt","2013-03-28","Site"
"1698","161","city","city 1","Site"
"1699","161","state","state 1","Site"
"1700","161","country","Japan","Site"
"1701","162","Status","Active","Site"
"1702","162","InvestigatorFirstName","Byung","Site"
"1703","162","InvestigatorLastName","Mccracken","Site"
"1704","162","City","city 1","Site"
"1705","162","State","state 1","Site"
"1706","162","Country","US","Site"
"1707","162","protocol_row_id","1-1G9113","Site"
"1708","162","site_num","162","Site"
"1709","162","site_row_id","123-1234-0X049","Site"
"1710","162","protocol","AA-AA-000-0000","Site"
"1711","162","pi_number","0X049","Site"
"1712","162","pi_last_name","Mccracken","Site"
"1713","162","pi_first_name","Byung","Site"
"1714","162","site_status","Active","Site"
"1715","162","is_satellite","FALSE","Site"
"1716","162","account","city 1 Medical Center","Site"
"1717","162","site_active_dt","2007-09-26","Site"
"1718","162","city","city 1","Site"
"1719","162","state","state 1","Site"
"1720","162","country","US","Site"
"1721","163","Status","Active","Site"
"1722","163","InvestigatorFirstName","Raquel","Site"
"1723","163","InvestigatorLastName","Garrison","Site"
"1724","163","City","city 1","Site"
"1725","163","State","state 1","Site"
"1726","163","Country","US","Site"
"1727","163","protocol_row_id","1-1G9113","Site"
"1728","163","site_num","163","Site"
"1729","163","site_row_id","123-1234-0X031","Site"
"1730","163","protocol","AA-AA-000-0000","Site"
"1731","163","pi_number","0X031","Site"
"1732","163","pi_last_name","Garrison","Site"
"1733","163","pi_first_name","Raquel","Site"
"1734","163","site_status","Active","Site"
"1735","163","is_satellite","FALSE","Site"
"1736","163","account","city 1 Medical Center","Site"
"1737","163","site_active_dt","2005-08-02","Site"
"1738","163","city","city 1","Site"
"1739","163","state","state 1","Site"
"1740","163","country","US","Site"
"1741","164","Status","Active","Site"
"1742","164","InvestigatorFirstName","April","Site"
"1743","164","InvestigatorLastName","Campa","Site"
"1744","164","City","city 1","Site"
"1745","164","State","state 1","Site"
"1746","164","Country","China","Site"
"1747","164","protocol_row_id","1-1G9113","Site"
"1748","164","site_num","164","Site"
"1749","164","site_row_id","123-1234-0X162","Site"
"1750","164","protocol","AA-AA-000-0000","Site"
"1751","164","pi_number","0X162","Site"
"1752","164","pi_last_name","Campa","Site"
"1753","164","pi_first_name","April","Site"
"1754","164","site_status","Active","Site"
"1755","164","is_satellite","FALSE","Site"
"1756","164","account","city 1 Medical Center","Site"
"1757","164","site_active_dt","2004-08-21","Site"
"1758","164","city","city 1","Site"
"1759","164","state","state 1","Site"
"1760","164","country","China","Site"
"1761","165","Status","Active","Site"
"1762","165","InvestigatorFirstName","Briana","Site"
"1763","165","InvestigatorLastName","Tran","Site"
"1764","165","City","city 1","Site"
"1765","165","State","state 1","Site"
"1766","165","Country","Japan","Site"
"1767","165","protocol_row_id","1-1G9113","Site"
"1768","165","site_num","165","Site"
"1769","165","site_row_id","123-1234-0X131","Site"
"1770","165","protocol","AA-AA-000-0000","Site"
"1771","165","pi_number","0X131","Site"
"1772","165","pi_last_name","Tran","Site"
"1773","165","pi_first_name","Briana","Site"
"1774","165","site_status","Active","Site"
"1775","165","is_satellite","FALSE","Site"
"1776","165","account","city 1 Medical Center","Site"
"1777","165","site_active_dt","2010-04-06","Site"
"1778","165","city","city 1","Site"
"1779","165","state","state 1","Site"
"1780","165","country","Japan","Site"
"1781","166","Status","Active","Site"
"1782","166","InvestigatorFirstName","Safwa","Site"
"1783","166","InvestigatorLastName","Solis","Site"
"1784","166","City","city 1","Site"
"1785","166","State","state 1","Site"
"1786","166","Country","US","Site"
"1787","166","protocol_row_id","1-1G9113","Site"
"1788","166","site_num","166","Site"
"1789","166","site_row_id","123-1234-0X102","Site"
"1790","166","protocol","AA-AA-000-0000","Site"
"1791","166","pi_number","0X102","Site"
"1792","166","pi_last_name","Solis","Site"
"1793","166","pi_first_name","Safwa","Site"
"1794","166","site_status","Active","Site"
"1795","166","is_satellite","FALSE","Site"
"1796","166","account","city 1 Medical Center","Site"
"1797","166","site_active_dt","2004-08-17","Site"
"1798","166","city","city 1","Site"
"1799","166","state","state 1","Site"
"1800","166","country","US","Site"
"1801","167","Status","Active","Site"
"1802","167","InvestigatorFirstName","Tracee","Site"
"1803","167","InvestigatorLastName","Foster","Site"
"1804","167","City","city 1","Site"
"1805","167","State","state 1","Site"
"1806","167","Country","US","Site"
"1807","167","protocol_row_id","1-1G9113","Site"
"1808","167","site_num","167","Site"
"1809","167","site_row_id","123-1234-0X059","Site"
"1810","167","protocol","AA-AA-000-0000","Site"
"1811","167","pi_number","0X059","Site"
"1812","167","pi_last_name","Foster","Site"
"1813","167","pi_first_name","Tracee","Site"
"1814","167","site_status","Active","Site"
"1815","167","is_satellite","FALSE","Site"
"1816","167","account","city 1 Medical Center","Site"
"1817","167","site_active_dt","2004-06-18","Site"
"1818","167","city","city 1","Site"
"1819","167","state","state 1","Site"
"1820","167","country","US","Site"
"1821","168","Status","Active","Site"
"1822","168","InvestigatorFirstName","Shaqeeqa","Site"
"1823","168","InvestigatorLastName","Orio","Site"
"1824","168","City","city 1","Site"
"1825","168","State","state 1","Site"
"1826","168","Country","China","Site"
"1827","168","protocol_row_id","1-1G9113","Site"
"1828","168","site_num","168","Site"
"1829","168","site_row_id","123-1234-0X189","Site"
"1830","168","protocol","AA-AA-000-0000","Site"
"1831","168","pi_number","0X189","Site"
"1832","168","pi_last_name","Orio","Site"
"1833","168","pi_first_name","Shaqeeqa","Site"
"1834","168","site_status","Active","Site"
"1835","168","is_satellite","TRUE","Site"
"1836","168","account","city 1 Medical Center","Site"
"1837","168","site_active_dt","2006-08-18","Site"
"1838","168","city","city 1","Site"
"1839","168","state","state 1","Site"
"1840","168","country","China","Site"
"1841","17","Status","Active","Site"
"1842","17","InvestigatorFirstName","Adam","Site"
"1843","17","InvestigatorLastName","Hoffpauir","Site"
"1844","17","City","city 1","Site"
"1845","17","State","state 1","Site"
"1846","17","Country","China","Site"
"1847","17","protocol_row_id","1-1G9113","Site"
"1848","17","site_num","17","Site"
"1849","17","site_row_id","123-1234-0X171","Site"
"1850","17","protocol","AA-AA-000-0000","Site"
"1851","17","pi_number","0X171","Site"
"1852","17","pi_last_name","Hoffpauir","Site"
"1853","17","pi_first_name","Adam","Site"
"1854","17","site_status","Active","Site"
"1855","17","is_satellite","FALSE","Site"
"1856","17","account","city 1 Medical Center","Site"
"1857","17","site_active_dt","2004-01-23","Site"
"1858","17","city","city 1","Site"
"1859","17","state","state 1","Site"
"1860","17","country","China","Site"
"1861","170","Status","Active","Site"
"1862","170","InvestigatorFirstName","Edeyanira","Site"
"1863","170","InvestigatorLastName","Vigo","Site"
"1864","170","City","city 1","Site"
"1865","170","State","state 1","Site"
"1866","170","Country","US","Site"
"1867","170","protocol_row_id","1-1G9113","Site"
"1868","170","site_num","170","Site"
"1869","170","site_row_id","123-1234-0X087","Site"
"1870","170","protocol","AA-AA-000-0000","Site"
"1871","170","pi_number","0X087","Site"
"1872","170","pi_last_name","Vigo","Site"
"1873","170","pi_first_name","Edeyanira","Site"
"1874","170","site_status","Active","Site"
"1875","170","is_satellite","FALSE","Site"
"1876","170","account","city 1 Medical Center","Site"
"1877","170","site_active_dt","2004-09-22","Site"
"1878","170","city","city 1","Site"
"1879","170","state","state 1","Site"
"1880","170","country","US","Site"
"1881","171","Status","Active","Site"
"1882","171","InvestigatorFirstName","Abdul Wadood","Site"
"1883","171","InvestigatorLastName","Nguyen","Site"
"1884","171","City","city 1","Site"
"1885","171","State","state 1","Site"
"1886","171","Country","US","Site"
"1887","171","protocol_row_id","1-1G9113","Site"
"1888","171","site_num","171","Site"
"1889","171","site_row_id","123-1234-0X109","Site"
"1890","171","protocol","AA-AA-000-0000","Site"
"1891","171","pi_number","0X109","Site"
"1892","171","pi_last_name","Nguyen","Site"
"1893","171","pi_first_name","Abdul Wadood","Site"
"1894","171","site_status","Active","Site"
"1895","171","is_satellite","FALSE","Site"
"1896","171","account","city 1 Medical Center","Site"
"1897","171","site_active_dt","2005-10-13","Site"
"1898","171","city","city 1","Site"
"1899","171","state","state 1","Site"
"1900","171","country","US","Site"
"1901","172","Status","Active","Site"
"1902","172","InvestigatorFirstName","Theador","Site"
"1903","172","InvestigatorLastName","el-Vaziri","Site"
"1904","172","City","city 1","Site"
"1905","172","State","state 1","Site"
"1906","172","Country","Japan","Site"
"1907","172","protocol_row_id","1-1G9113","Site"
"1908","172","site_num","172","Site"
"1909","172","site_row_id","123-1234-0X163","Site"
"1910","172","protocol","AA-AA-000-0000","Site"
"1911","172","pi_number","0X163","Site"
"1912","172","pi_last_name","el-Vaziri","Site"
"1913","172","pi_first_name","Theador","Site"
"1914","172","site_status","Active","Site"
"1915","172","is_satellite","FALSE","Site"
"1916","172","account","city 1 Medical Center","Site"
"1917","172","site_active_dt","2004-01-25","Site"
"1918","172","city","city 1","Site"
"1919","172","state","state 1","Site"
"1920","172","country","Japan","Site"
"1921","173","Status","Active","Site"
"1922","173","InvestigatorFirstName","Dominick","Site"
"1923","173","InvestigatorLastName","Salas Dominguez","Site"
"1924","173","City","city 1","Site"
"1925","173","State","state 1","Site"
"1926","173","Country","US","Site"
"1927","173","protocol_row_id","1-1G9113","Site"
"1928","173","site_num","173","Site"
"1929","173","site_row_id","123-1234-0X124","Site"
"1930","173","protocol","AA-AA-000-0000","Site"
"1931","173","pi_number","0X124","Site"
"1932","173","pi_last_name","Salas Dominguez","Site"
"1933","173","pi_first_name","Dominick","Site"
"1934","173","site_status","Active","Site"
"1935","173","is_satellite","TRUE","Site"
"1936","173","account","city 1 Medical Center","Site"
"1937","173","site_active_dt","2003-12-17","Site"
"1938","173","city","city 1","Site"
"1939","173","state","state 1","Site"
"1940","173","country","US","Site"
"1941","174","Status","Active","Site"
"1942","174","InvestigatorFirstName","Carsyn","Site"
"1943","174","InvestigatorLastName","al-Miah","Site"
"1944","174","City","city 1","Site"
"1945","174","State","state 1","Site"
"1946","174","Country","US","Site"
"1947","174","protocol_row_id","1-1G9113","Site"
"1948","174","site_num","174","Site"
"1949","174","site_row_id","123-1234-0X051","Site"
"1950","174","protocol","AA-AA-000-0000","Site"
"1951","174","pi_number","0X051","Site"
"1952","174","pi_last_name","al-Miah","Site"
"1953","174","pi_first_name","Carsyn","Site"
"1954","174","site_status","Active","Site"
"1955","174","is_satellite","FALSE","Site"
"1956","174","account","city 1 Medical Center","Site"
"1957","174","site_active_dt","2004-03-10","Site"
"1958","174","city","city 1","Site"
"1959","174","state","state 1","Site"
"1960","174","country","US","Site"
"1961","175","Status","Active","Site"
"1962","175","InvestigatorFirstName","John","Site"
"1963","175","InvestigatorLastName","Zamora","Site"
"1964","175","City","city 1","Site"
"1965","175","State","state 1","Site"
"1966","175","Country","US","Site"
"1967","175","protocol_row_id","1-1G9113","Site"
"1968","175","site_num","175","Site"
"1969","175","site_row_id","123-1234-X067X","Site"
"1970","175","protocol","AA-AA-000-0000","Site"
"1971","175","pi_number","X067X","Site"
"1972","175","pi_last_name","Zamora","Site"
"1973","175","pi_first_name","John","Site"
"1974","175","site_status","Active","Site"
"1975","175","is_satellite","FALSE","Site"
"1976","175","account","city 1 Medical Center","Site"
"1977","175","site_active_dt","2012-09-25","Site"
"1978","175","city","city 1","Site"
"1979","175","state","state 1","Site"
"1980","175","country","US","Site"
"1981","176","Status","Active","Site"
"1982","176","InvestigatorFirstName","Joan","Site"
"1983","176","InvestigatorLastName","Hill","Site"
"1984","176","City","city 1","Site"
"1985","176","State","state 1","Site"
"1986","176","Country","US","Site"
"1987","176","protocol_row_id","1-1G9113","Site"
"1988","176","site_num","176","Site"
"1989","176","site_row_id","123-1234-0X106","Site"
"1990","176","protocol","AA-AA-000-0000","Site"
"1991","176","pi_number","0X106","Site"
"1992","176","pi_last_name","Hill","Site"
"1993","176","pi_first_name","Joan","Site"
"1994","176","site_status","Active","Site"
"1995","176","is_satellite","FALSE","Site"
"1996","176","account","city 1 Medical Center","Site"
"1997","176","site_active_dt","2005-08-22","Site"
"1998","176","city","city 1","Site"
"1999","176","state","state 1","Site"
"2000","176","country","US","Site"
"2001","177","Status","Active","Site"
"2002","177","InvestigatorFirstName","Ivy","Site"
"2003","177","InvestigatorLastName","Hamlin","Site"
"2004","177","City","city 1","Site"
"2005","177","State","state 1","Site"
"2006","177","Country","US","Site"
"2007","177","protocol_row_id","1-1G9113","Site"
"2008","177","site_num","177","Site"
"2009","177","site_row_id","123-1234-0X020","Site"
"2010","177","protocol","AA-AA-000-0000","Site"
"2011","177","pi_number","0X020","Site"
"2012","177","pi_last_name","Hamlin","Site"
"2013","177","pi_first_name","Ivy","Site"
"2014","177","site_status","Active","Site"
"2015","177","is_satellite","FALSE","Site"
"2016","177","account","city 1 Medical Center","Site"
"2017","177","site_active_dt","2004-09-23","Site"
"2018","177","city","city 1","Site"
"2019","177","state","state 1","Site"
"2020","177","country","US","Site"
"2021","178","Status","Active","Site"
"2022","178","InvestigatorFirstName","Darrell","Site"
"2023","178","InvestigatorLastName","el-Kaber","Site"
"2024","178","City","city 1","Site"
"2025","178","State","state 1","Site"
"2026","178","Country","US","Site"
"2027","178","protocol_row_id","1-1G9113","Site"
"2028","178","site_num","178","Site"
"2029","178","site_row_id","123-1234-0X144","Site"
"2030","178","protocol","AA-AA-000-0000","Site"
"2031","178","pi_number","0X144","Site"
"2032","178","pi_last_name","el-Kaber","Site"
"2033","178","pi_first_name","Darrell","Site"
"2034","178","site_status","Active","Site"
"2035","178","is_satellite","FALSE","Site"
"2036","178","account","city 1 Medical Center","Site"
"2037","178","site_active_dt","2011-07-03","Site"
"2038","178","city","city 1","Site"
"2039","178","state","state 1","Site"
"2040","178","country","US","Site"
"2041","179","Status","Active","Site"
"2042","179","InvestigatorFirstName","Omar","Site"
"2043","179","InvestigatorLastName","Lee","Site"
"2044","179","City","city 1","Site"
"2045","179","State","state 1","Site"
"2046","179","Country","US","Site"
"2047","179","protocol_row_id","1-1G9113","Site"
"2048","179","site_num","179","Site"
"2049","179","site_row_id","123-1234-0X021","Site"
"2050","179","protocol","AA-AA-000-0000","Site"
"2051","179","pi_number","0X021","Site"
"2052","179","pi_last_name","Lee","Site"
"2053","179","pi_first_name","Omar","Site"
"2054","179","site_status","Active","Site"
"2055","179","is_satellite","FALSE","Site"
"2056","179","account","city 1 Medical Center","Site"
"2057","179","site_active_dt","2006-03-30","Site"
"2058","179","city","city 1","Site"
"2059","179","state","state 1","Site"
"2060","179","country","US","Site"
"2061","18","Status","Active","Site"
"2062","18","InvestigatorFirstName","Ana","Site"
"2063","18","InvestigatorLastName","al-Sesay","Site"
"2064","18","City","city 1","Site"
"2065","18","State","state 1","Site"
"2066","18","Country","US","Site"
"2067","18","protocol_row_id","1-1G9113","Site"
"2068","18","site_num","18","Site"
"2069","18","site_row_id","123-1234-0X068","Site"
"2070","18","protocol","AA-AA-000-0000","Site"
"2071","18","pi_number","0X068","Site"
"2072","18","pi_last_name","al-Sesay","Site"
"2073","18","pi_first_name","Ana","Site"
"2074","18","site_status","Active","Site"
"2075","18","is_satellite","FALSE","Site"
"2076","18","account","city 1 Medical Center","Site"
"2077","18","site_active_dt","2006-08-28","Site"
"2078","18","city","city 1","Site"
"2079","18","state","state 1","Site"
"2080","18","country","US","Site"
"2081","180","Status","Active","Site"
"2082","180","InvestigatorFirstName","Audreana","Site"
"2083","180","InvestigatorLastName","Harrison","Site"
"2084","180","City","city 1","Site"
"2085","180","State","state 1","Site"
"2086","180","Country","Japan","Site"
"2087","180","protocol_row_id","1-1G9113","Site"
"2088","180","site_num","180","Site"
"2089","180","site_row_id","123-1234-0X061","Site"
"2090","180","protocol","AA-AA-000-0000","Site"
"2091","180","pi_number","0X061","Site"
"2092","180","pi_last_name","Harrison","Site"
"2093","180","pi_first_name","Audreana","Site"
"2094","180","site_status","Active","Site"
"2095","180","is_satellite","FALSE","Site"
"2096","180","account","city 1 Medical Center","Site"
"2097","180","site_active_dt","2007-08-07","Site"
"2098","180","city","city 1","Site"
"2099","180","state","state 1","Site"
"2100","180","country","Japan","Site"
"2101","181","Status","Active","Site"
"2102","181","InvestigatorFirstName","Muslih","Site"
"2103","181","InvestigatorLastName","Robb","Site"
"2104","181","City","city 1","Site"
"2105","181","State","state 1","Site"
"2106","181","Country","US","Site"
"2107","181","protocol_row_id","1-1G9113","Site"
"2108","181","site_num","181","Site"
"2109","181","site_row_id","123-1234-0X001","Site"
"2110","181","protocol","AA-AA-000-0000","Site"
"2111","181","pi_number","0X001","Site"
"2112","181","pi_last_name","Robb","Site"
"2113","181","pi_first_name","Muslih","Site"
"2114","181","site_status","Active","Site"
"2115","181","is_satellite","FALSE","Site"
"2116","181","account","city 1 Medical Center","Site"
"2117","181","site_active_dt","2009-06-06","Site"
"2118","181","city","city 1","Site"
"2119","181","state","state 1","Site"
"2120","181","country","US","Site"
"2121","182","Status","Active","Site"
"2122","182","InvestigatorFirstName","Rubin","Site"
"2123","182","InvestigatorLastName","Guevara","Site"
"2124","182","City","city 1","Site"
"2125","182","State","state 1","Site"
"2126","182","Country","US","Site"
"2127","182","protocol_row_id","1-1G9113","Site"
"2128","182","site_num","182","Site"
"2129","182","site_row_id","123-1234-0X117","Site"
"2130","182","protocol","AA-AA-000-0000","Site"
"2131","182","pi_number","0X117","Site"
"2132","182","pi_last_name","Guevara","Site"
"2133","182","pi_first_name","Rubin","Site"
"2134","182","site_status","Active","Site"
"2135","182","is_satellite","FALSE","Site"
"2136","182","account","city 1 Medical Center","Site"
"2137","182","site_active_dt","2005-07-23","Site"
"2138","182","city","city 1","Site"
"2139","182","state","state 1","Site"
"2140","182","country","US","Site"
"2141","183","Status","Active","Site"
"2142","183","InvestigatorFirstName","Jocelyn","Site"
"2143","183","InvestigatorLastName","Hutchinson","Site"
"2144","183","City","city 1","Site"
"2145","183","State","state 1","Site"
"2146","183","Country","China","Site"
"2147","183","protocol_row_id","1-1G9113","Site"
"2148","183","site_num","183","Site"
"2149","183","site_row_id","123-1234-0X030","Site"
"2150","183","protocol","AA-AA-000-0000","Site"
"2151","183","pi_number","0X030","Site"
"2152","183","pi_last_name","Hutchinson","Site"
"2153","183","pi_first_name","Jocelyn","Site"
"2154","183","site_status","Active","Site"
"2155","183","is_satellite","FALSE","Site"
"2156","183","account","city 1 Medical Center","Site"
"2157","183","site_active_dt","2011-05-10","Site"
